EA,CLS,SENT,ASP
COMPANY#GENERAL,-1,remember to do your research first before consider buying a toshiba product .,general
LAPTOP#GENERAL,1,all i can say is w-o-w .,general
LAPTOP#GENERAL,1,this laptop is insane ! ! !,general
LAPTOP#DESIGN_FEATURES,1,it 's so nice to look at and the keys are easy to type with .,design
KEYBOARD#USABILITY,1,it 's so nice to look at and the keys are easy to type with .,usability
KEYBOARD#OPERATION_PERFORMANCE,1,i bought a protector for my key pad and it works great : ),performance
LAPTOP#GENERAL,1,this is definitely a computer worth the money ;,general
LAPTOP#PRICE,1,this is definitely a computer worth the money ;,price
MOUSE#DESIGN_FEATURES,0,the mouse is a little bit different than what you 're used to though- it has one big flat panel and one full bar ( instead of two separate ones ) to click with- but you get used to it quite quickly .,design
MOUSE#USABILITY,0,the mouse is a little bit different than what you 're used to though- it has one big flat panel and one full bar ( instead of two separate ones ) to click with- but you get used to it quite quickly .,usability
LAPTOP#MISCELLANEOUS,1,"and the best part is that it even comes with a free printer ( when they have a certain promotion/offer going , of course ) !",miscellaneous
LAPTOP#GENERAL,1,"overall , this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from .",general
LAPTOP#DESIGN_FEATURES,1,"overall , this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from .",design
SUPPORT#QUALITY,1,the apple team also assists you very nicely when choosing which computer is right for you : ),quality
LAPTOP#GENERAL,1,"obviously , this macbook is p-e-r-f-e-c-t for me because it does exactly what i need in an easy-to-function way .",general
LAPTOP#USABILITY,1,"obviously , this macbook is p-e-r-f-e-c-t for me because it does exactly what i need in an easy-to-function way .",usability
LAPTOP#GENERAL,1,definitely recommended ! ! !,general
LAPTOP#GENERAL,1,"not a bad laptop , it 's a bit slow , but gets the job done .",general
LAPTOP#OPERATION_PERFORMANCE,0,"not a bad laptop , it 's a bit slow , but gets the job done .",performance
DISPLAY#QUALITY,-1,the lcd screen stopped working on mine after 10 months .,quality
DISPLAY#OPERATION_PERFORMANCE,-1,the lcd screen stopped working on mine after 10 months .,performance
SUPPORT#MISCELLANEOUS,-1,i could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat .,miscellaneous
SUPPORT#QUALITY,-1,"upon giving them the serial number the first thing i was told , was that it was out of warranty and i could pay to have it repaired even though i had the receipt in front of me proving it still had 2 months left on the warranty .",quality
SUPPORT#QUALITY,-1,even though i had the receipt in front of me proving it still had 2 months left on the warranty .,quality
SUPPORT#QUALITY,-1,dealing with the support drone on the other end of the chat was sheer torture .,quality
SUPPORT#QUALITY,-1,english must have been his third or fourth language .,quality
SUPPORT#QUALITY,-1,"his language was so bad i swore i was taking the turing test , and it was failing .",quality
SUPPORT#QUALITY,-1,after trying to get some help he disconnected on me .,quality
SUPPORT#QUALITY,-1,"after 4 days , being denied 6 times and told off once , i managed to get through and was able to send them a scanned copy of the receipt .",quality
SUPPORT#QUALITY,-1,then they had me jump through many hoops and questions to see if they could find another way to invalidate me .,quality
SUPPORT#QUALITY,-1,"after they found no other way , they told me to courier it to them ( since they do n't allow the use of the post office ) at my expense , and sent me a 4 page list of very specific packaging instructions to follow or it would n't be covered .",quality
SUPPORT#QUALITY,-1,i managed to comply with these too and now have to wait and see if they can find another way to screw me .,quality
SUPPORT#GENERAL,-1,they really do have the worlds very worst repair service .,general
LAPTOP#QUALITY,-1,"this computer gets very hot , before shutting down .",quality
LAPTOP#QUALITY,-1,it is not ideal for children because of the temp .,quality
LAPTOP#MISCELLANEOUS,-1,it is not ideal for children because of the temp .,miscellaneous
SUPPORT#QUALITY,-1,"i contacted hp about this situation and was given excuses , without results .",quality
SUPPORT#QUALITY,-1,they did n't even try to assist me or even offer a replacement .,quality
COMPANY#GENERAL,-1,i will never purchase a hp again ever .,general
COMPANY#GENERAL,1,"let 's just get this out of the way , i love apple !",general
LAPTOP#GENERAL,1,but the macbook is the best !,general
LAPTOP#USABILITY,1,it is super easy to use .,usability
LAPTOP#USABILITY,1,all you have to do is turn it on and it works .,usability
LAPTOP#OPERATION_PERFORMANCE,1,all you have to do is turn it on and it works .,performance
LAPTOP#QUALITY,1,"it is very durable , i am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet .",quality
LAPTOP#MISCELLANEOUS,0,"i do n't do any high tech stuff on it , just write papers , check mail , and sometimes play games , so i ca n't reccomend it if you are in the computer field .",miscellaneous
LAPTOP#QUALITY,1,in the past four years i 've had it i have never once gotten a virus .,quality
BATTERY#QUALITY,0,"i did have to replace the battery once , but that was only a couple months ago and it 's been working perfect ever since .",quality
BATTERY#OPERATION_PERFORMANCE,1,"i did have to replace the battery once , but that was only a couple months ago and it 's been working perfect ever since .",performance
LAPTOP#USABILITY,1,"i would definitely reccomend this if you are in the market for an easy to use , stylish , fun , awesome computer .",usability
LAPTOP#DESIGN_FEATURES,1,"i would definitely reccomend this if you are in the market for an easy to use , stylish , fun , awesome computer .",design
LAPTOP#GENERAL,1,"i would definitely reccomend this if you are in the market for an easy to use , stylish , fun , awesome computer .",general
LAPTOP#MISCELLANEOUS,1,"also it is very good for college students who just need a reliable , easy to use computer .",miscellaneous
LAPTOP#QUALITY,1,"also it is very good for college students who just need a reliable , easy to use computer .",quality
LAPTOP#USABILITY,1,"also it is very good for college students who just need a reliable , easy to use computer .",usability
LAPTOP#GENERAL,1,this laptop does everything i need it to very well .,general
LAPTOP#PRICE,1,the best thing about this laptop is the price along with some of the newer features .,price
LAPTOP#DESIGN_FEATURES,1,the best thing about this laptop is the price along with some of the newer features .,design
DISPLAY#QUALITY,1,the screen is bright and the keyboard is nice ;,quality
KEYBOARD#GENERAL,1,the screen is bright and the keyboard is nice ;,general
KEYBOARD#DESIGN_FEATURES,1,i find myself using the 10-key more than i thought i would .,design
KEYBOARD#USABILITY,1,i find myself using the 10-key more than i thought i would .,usability
BATTERY#OPERATION_PERFORMANCE,0,battery is lasting about 6 hours as i am surfing the web on sundays while checking football scores and watching funny youtube videos .,performance
LAPTOP#QUALITY,1,for those that care about noise this thing does n't really make any ;,quality
CPU#QUALITY,1,the i3 processor does n't seem to run hot and the fan rarely turns on .,quality
LAPTOP#DESIGN_FEATURES,-1,i took off a star because the machine has a lot of junk software on it .,design
SOFTWARE#GENERAL,-1,i took off a star because the machine has a lot of junk software on it .,general
LAPTOP#DESIGN_FEATURES,-1,i wish toshiba would allow their customers to select an option that only boots the os at setup and removes all the unnecessary stuff .,design
SOFTWARE#GENERAL,-1,once i removed all the software the laptop loads in 15-20 seconds .,general
LAPTOP#OPERATION_PERFORMANCE,0,once i removed all the software the laptop loads in 15-20 seconds .,performance
LAPTOP#MISCELLANEOUS,-1,this is not a serious gaming laptop or a serious media machine ;,miscellaneous
LAPTOP#MISCELLANEOUS,0,my niece and nephew have played a few web games and it runs anything that does n't require a dedicated video card .,miscellaneous
GRAPHICS#DESIGN_FEATURES,0,my niece and nephew have played a few web games and it runs anything that does n't require a dedicated video card .,design
LAPTOP#GENERAL,1,overall i am very satisfied with the purchase .,general
LAPTOP#GENERAL,1,"great , quick laptop for the money .",general
LAPTOP#PRICE,0,"great , quick laptop for the money .",price
LAPTOP#OPERATION_PERFORMANCE,1,"great , quick laptop for the money .",performance
LAPTOP#DESIGN_FEATURES,1,right size and weight for portability .,design
LAPTOP#PORTABILITY,1,right size and weight for portability .,portability
BATTERY#OPERATION_PERFORMANCE,-1,battery life needs more life .,performance
LAPTOP#USABILITY,-1,battery is not upgradable to a longer life battery .,usability
LAPTOP#GENERAL,1,i love everything about it .,general
BATTERY#OPERATION_PERFORMANCE,-1,the only downfall is the battery only last 1.5-2.0 hrs when not plugged in .,performance
BATTERY#OPERATION_PERFORMANCE,-1,i would like at least a 4 hr . battery life .,performance
LAPTOP#DESIGN_FEATURES,1,"otherwise , all other features are a 1",design
LAPTOP#GENERAL,1,this mac is great !,general
LAPTOP#DESIGN_FEATURES,1,"lightweight , long battery life , excellent transition from pc ;",design
BATTERY#OPERATION_PERFORMANCE,1,"lightweight , long battery life , excellent transition from pc ;",performance
LAPTOP#MISCELLANEOUS,1,"lightweight , long battery life , excellent transition from pc ;",miscellaneous
LAPTOP#QUALITY,-1,this has been nothing but a headache since we purchased it .,quality
LAPTOP#MISCELLANEOUS,-1,"i will never buy ( refurbished ) again , i do n't cae how cheap it is .",miscellaneous
LAPTOP#GENERAL,-1,just do n't waste your time and money on this .,general
LAPTOP#GENERAL,-1,"i tried giving it 0 stars but i had to choose at least one , but imo no stars",general
COMPANY#GENERAL,-1,summary : dont buy hp .,general
COMPANY#GENERAL,-1,"if you buy , pray you dont have major prolems .",general
LAPTOP#QUALITY,-1,runs hot,quality
COMPANY#GENERAL,-1,i thought we were paying for quality in our decision to buy an apple product .,general
LAPTOP#QUALITY,-1,i thought we were paying for quality in our decision to buy an apple product .,quality
DISPLAY#QUALITY,-1,"after a little more than a year of owning my macbook pro , the monitor has completely died .",quality
LAPTOP#DESIGN_FEATURES,1,"this purchase opened me to the world of macbooks , and i am impressed with the intuition of the design , the beauty of the product , and the excellent technological advances associated with it .",design
LAPTOP#GENERAL,1,then 2 of my nephews were going into music and both fell in love with the macbook pro .,general
LAPTOP#GENERAL,1,now they are believers in the product .,general
LAPTOP#USABILITY,1,"it is easy to use , has great screen quality , and every so light weight .",usability
DISPLAY#QUALITY,1,"it is easy to use , has great screen quality , and every so light weight .",quality
LAPTOP#DESIGN_FEATURES,1,"it is easy to use , has great screen quality , and every so light weight .",design
LAPTOP#GENERAL,1,this little netboook is helping me get work done !,general
LAPTOP#MISCELLANEOUS,1,i homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat .,miscellaneous
LAPTOP#DESIGN_FEATURES,1,i am first time mac buyer and am amazed at features and ease of use the mac offers .,design
LAPTOP#USABILITY,1,i am first time mac buyer and am amazed at features and ease of use the mac offers .,usability
BATTERY#OPERATION_PERFORMANCE,1,"i bought it for my mom and she reports that the battery life lasts all day for her , it 's very lightweight , and the response for the computing she 's doing ( internet focused activity : mail , research , etc . ) is excellent ;",performance
LAPTOP#DESIGN_FEATURES,1,"i bought it for my mom and she reports that the battery life lasts all day for her , it 's very lightweight , and the response for the computing she 's doing ( internet focused activity : mail , research , etc . ) is excellent ;",design
LAPTOP#OPERATION_PERFORMANCE,1,"i bought it for my mom and she reports that the battery life lasts all day for her , it 's very lightweight , and the response for the computing she 's doing ( internet focused activity : mail , research , etc . ) is excellent ;",performance
LAPTOP#MISCELLANEOUS,1,"i bought it for my mom and she reports that the battery life lasts all day for her , it 's very lightweight , and the response for the computing she 's doing ( internet focused activity : mail , research , etc . ) is excellent ;",miscellaneous
LAPTOP#QUALITY,1,the overall build quality of the unit is excellent and she 'd recommend it to anyone else looking for a netbook .,quality
LAPTOP#GENERAL,1,the overall build quality of the unit is excellent and she 'd recommend it to anyone else looking for a netbook .,general
LAPTOP#MISCELLANEOUS,0,"if you 're looking for something to fly through those massive spreadsheets or play a graphics-intensive game , you 'd be better off getting a machine aimed at that segment of the market .",miscellaneous
OS#DESIGN_FEATURES,1,"previous laptops were pc 's , still have them , but the mac osx is a clean and smooth operating system .",design
OS#OPERATION_PERFORMANCE,1,"previous laptops were pc 's , still have them , but the mac osx is a clean and smooth operating system .",performance
BATTERY#OPERATION_PERFORMANCE,0,"still testing the battery life as i thought it would be better , but am very happy with the upgrade .",performance
LAPTOP#GENERAL,1,"still testing the battery life as i thought it would be better , but am very happy with the upgrade .",general
LAPTOP#GENERAL,1,"probably as good as you can get in a netbook , does everything i ask for and has some very good unexpected pluses .",general
LAPTOP#DESIGN_FEATURES,1,"probably as good as you can get in a netbook , does everything i ask for and has some very good unexpected pluses .",design
LAPTOP#PORTABILITY,1,has met or exceeded my needs for a compact travel device .,portability
LAPTOP#USABILITY,1,has met or exceeded my needs for a compact travel device .,usability
LAPTOP#GENERAL,1,"so far , so good !",general
BATTERY#OPERATION_PERFORMANCE,1,i 've been impressed with the battery life and the performance for such a small amount of memory .,performance
LAPTOP#OPERATION_PERFORMANCE,1,i 've been impressed with the battery life and the performance for such a small amount of memory .,performance
MEMORY#DESIGN_FEATURES,0,i 've been impressed with the battery life and the performance for such a small amount of memory .,design
LAPTOP#DESIGN_FEATURES,-1,i do n't understand why only windows 7 starter is included .,design
LAPTOP#OPERATION_PERFORMANCE,1,strong performance in this device makes use of fun and a strong sense of the era of speed,performance
LAPTOP#GENERAL,1,this device serves all modern requirements is a very strong game and is very useful for designers .,general
LAPTOP#MISCELLANEOUS,1,this device serves all modern requirements is a very strong game and is very useful for designers .,miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,enjoy that toshib force and durability unparalleled,performance
LAPTOP#QUALITY,1,enjoy that toshib force and durability unparalleled,quality
BATTERY#OPERATION_PERFORMANCE,-1,"needs longer lasting battery , more than 1 to 2 hrs .",performance
MOUSE#OPERATION_PERFORMANCE,0,"needs power and mouse cable to plug in back instead of side , in the way of operating a mouse in small area .",performance
MOUSE#DESIGN_FEATURES,-1,"needs power and mouse cable to plug in back instead of side , in the way of operating a mouse in small area .",design
LAPTOP#MISCELLANEOUS,1,for the use it was purchased for it is a good laptop .,miscellaneous
LAPTOP#USABILITY,1,comfterbale to use light easy to transport .,usability
LAPTOP#DESIGN_FEATURES,1,comfterbale to use light easy to transport .,design
LAPTOP#PORTABILITY,1,comfterbale to use light easy to transport .,portability
LAPTOP#GENERAL,1,i love this product because it is toshiba and its 15.6 '' .,general
LAPTOP#DESIGN_FEATURES,1,i love this product because it is toshiba and its 15.6 '' .,design
COMPANY#GENERAL,1,i love this product because it is toshiba and its 15.6 '' .,general
LAPTOP#DESIGN_FEATURES,0,"it has no camera but , i can always buy and install one easy .",design
LAPTOP#USABILITY,-1,"i had a usb connect but , i ca n't use it because it is not compatible .",usability
LAPTOP#USABILITY,-1,that 's the downside for me .,usability
LAPTOP#GENERAL,1,"but , i would recommend this product .",general
LAPTOP#GENERAL,1,satisfy what i paid for it .,general
LAPTOP#PRICE,0,satisfy what i paid for it .,price
DISPLAY#GENERAL,1,good monitor and performed well .,general
LAPTOP#OPERATION_PERFORMANCE,1,good monitor and performed well .,performance
MULTIMEDIA_DEVICES#QUALITY,1,i am using the external speaker- sound is good .,quality
LAPTOP#USABILITY,1,best thing is i can use existing 32 bit old programs .,usability
LAPTOP#MISCELLANEOUS,1,i recommend for word processing and internet users .,miscellaneous
SOFTWARE#GENERAL,1,the games included are very good games .,general
LAPTOP#GENERAL,1,i would highly recommend this one to my friends,general
LAPTOP#OPERATION_PERFORMANCE,1,i bought this laptop because of the performance to price ratio .,performance
LAPTOP#PRICE,1,i bought this laptop because of the performance to price ratio .,price
LAPTOP#MISCELLANEOUS,1,"it works great for general internet use , microsoft office apps , home bookkeeping , etc .",miscellaneous
LAPTOP#DESIGN_FEATURES,0,"it does n't have a lot of frills , but i did n't need any , and being able to buy what i needed , and not more than i needed was very important .",design
LAPTOP#MISCELLANEOUS,1,"it does n't have a lot of frills , but i did n't need any , and being able to buy what i needed , and not more than i needed was very important .",miscellaneous
LAPTOP#DESIGN_FEATURES,1,this computer i used daily nice compact design .,design
LAPTOP#USABILITY,1,this computer i used daily nice compact design .,usability
LAPTOP#OPERATION_PERFORMANCE,1,excellent speed for processing data .,performance
LAPTOP#MISCELLANEOUS,1,and if you are a game player it works with world of warcraft wonderfully .,miscellaneous
LAPTOP#GENERAL,1,all in all great item highly recommend it .,general
LAPTOP#GENERAL,1,i would have to say that overall its great !,general
SOFTWARE#MISCELLANEOUS,-1,"aside from the trial software and the short battery life , lack of a webcam , its great .",miscellaneous
BATTERY#OPERATION_PERFORMANCE,-1,"aside from the trial software and the short battery life , lack of a webcam , its great .",performance
LAPTOP#DESIGN_FEATURES,-1,"aside from the trial software and the short battery life , lack of a webcam , its great .",design
LAPTOP#GENERAL,1,"aside from the trial software and the short battery life , lack of a webcam , its great .",general
LAPTOP#OPERATION_PERFORMANCE,1,"fast , great visual !",performance
DISPLAY#QUALITY,1,"fast , great visual !",quality
KEYBOARD#DESIGN_FEATURES,-1,"oh yea , has no numeric pad on the side .",design
LAPTOP#GENERAL,1,2nd best computer in the world only one way this computer might become the best is that it needs to upgreade patches to make less easier for people to hack into,general
LAPTOP#QUALITY,0,2nd best computer in the world only one way this computer might become the best is that it needs to upgreade patches to make less easier for people to hack into,quality
LAPTOP#DESIGN_FEATURES,0,my favorite part of this computer is that it has a vga port so i can connect it to a bigger screen .,design
LAPTOP#CONNECTIVITY,1,my favorite part of this computer is that it has a vga port so i can connect it to a bigger screen .,connectivity
LAPTOP#CONNECTIVITY,1,great wifi too .,connectivity
DISPLAY#QUALITY,-1,"the screen is a little glary , and i hated the clicking buttons , but i got used to them .",quality
MOUSE#USABILITY,0,"the screen is a little glary , and i hated the clicking buttons , but i got used to them .",usability
LAPTOP#GENERAL,1,overall for the money this is a good deal .,general
LAPTOP#PRICE,0,overall for the money this is a good deal .,price
KEYBOARD#DESIGN_FEATURES,-1,there is no number pad to the right of the keyboard which is a bummer .,design
MULTIMEDIA_DEVICES#GENERAL,-1,the speakers are terrible and are probably the cheapest ones i have ever seen in a laptop so if your planning to listen to music i suggest you get something better .,general
MULTIMEDIA_DEVICES#QUALITY,-1,the speakers are terrible and are probably the cheapest ones i have ever seen in a laptop so if your planning to listen to music i suggest you get something better .,quality
KEYBOARD#GENERAL,0,"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",general
LAPTOP#QUALITY,-1,"while the keyboard itself is alright , the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons .",quality
LAPTOP#GENERAL,1,"i am overall very pleased with my toshiba satellite , i like the extra features , i love the windows 7 home premium .",general
LAPTOP#DESIGN_FEATURES,1,"i am overall very pleased with my toshiba satellite , i like the extra features , i love the windows 7 home premium .",design
OS#GENERAL,1,"i am overall very pleased with my toshiba satellite , i like the extra features , i love the windows 7 home premium .",general
BATTERY#OPERATION_PERFORMANCE,1,"the battery life has not decreased since i bought it , so i 'm thrilled with that .",performance
BATTERY#QUALITY,1,"the battery life has not decreased since i bought it , so i 'm thrilled with that .",quality
LAPTOP#DESIGN_FEATURES,1,"i also love the design , the looks , the feel , and the my toshiba feature is wonderfull .",design
LAPTOP#QUALITY,1,"i also love the design , the looks , the feel , and the my toshiba feature is wonderfull .",quality
LAPTOP#GENERAL,1,i would easly reccomend this laptop to a friend .,general
LAPTOP#USABILITY,-1,couldnt not use it .,usability
LAPTOP#USABILITY,-1,tried to make a recovey disk wouldnt get passed the first recovery disk .,usability
SOFTWARE#QUALITY,-1,defective software .,quality
LAPTOP#GENERAL,-1,returned it to walmart .,general
LAPTOP#DESIGN_FEATURES,-1,i would like to have volume buttons rather than the adjustment that is on the front .,design
MOUSE#OPERATION_PERFORMANCE,-1,i also had a problem with the touchpad that caused the mouse pointer to jump all over the screen .,performance
SUPPORT#QUALITY,1,i went to toshiba online help and found some suggestions to fix it .,quality
SUPPORT#QUALITY,1,one of them seems to have worked .,quality
LAPTOP#GENERAL,1,its a good laptop for its value .,general
LAPTOP#PRICE,0,its a good laptop for its value .,price
LAPTOP#USABILITY,1,registration/1st use is easy .,usability
LAPTOP#DESIGN_FEATURES,-1,features like the font are very block-like and old school .,design
LAPTOP#DESIGN_FEATURES,-1,"would like more trendy , high tech features .",design
OS#USABILITY,-1,the start menu is not the easiest thing to navigate due to the stacking .,usability
KEYBOARD#OPERATION_PERFORMANCE,-1,keys stick periodically and i havent had the laptop for 45 days yet .,performance
KEYBOARD#QUALITY,-1,keys stick periodically and i havent had the laptop for 45 days yet .,quality
LAPTOP#DESIGN_FEATURES,1,came fully loaded - good .,design
LAPTOP#OPERATION_PERFORMANCE,1,"seems to slow down occassionally but can run many applications ( ie internet tabs , programs , etc ) simultaneously .",performance
LAPTOP#QUALITY,1,i 'm really impressed with the quality and performance for the price of the computer .,quality
LAPTOP#OPERATION_PERFORMANCE,1,i 'm really impressed with the quality and performance for the price of the computer .,performance
LAPTOP#PRICE,0,i 'm really impressed with the quality and performance for the price of the computer .,price
GRAPHICS#QUALITY,1,"graphics are clean and sharp , internet interfaces are seamless .",quality
LAPTOP#CONNECTIVITY,1,"graphics are clean and sharp , internet interfaces are seamless .",connectivity
LAPTOP#OPERATION_PERFORMANCE,-1,"only issue is that it is a little slow , and i 'm fixing that by adding more ram .",performance
MEMORY#DESIGN_FEATURES,0,"only issue is that it is a little slow , and i 'm fixing that by adding more ram .",design
MULTIMEDIA_DEVICES#DESIGN_FEATURES,-1,sound card is limited though .,design
LAPTOP#DESIGN_FEATURES,1,"the laptop is very lightweight , can easily carry around in a knapsack full of text books and it barely adds any weight .",design
LAPTOP#PORTABILITY,1,"the laptop is very lightweight , can easily carry around in a knapsack full of text books and it barely adds any weight .",portability
LAPTOP#DESIGN_FEATURES,1,it is small enough to fit in one of my purses !,design
OS#GENERAL,1,"windows 7 starter is terrific ( no you ca n't change the background ) but i do n't need to , i use it just for school work .",general
OS#USABILITY,0,"windows 7 starter is terrific ( no you ca n't change the background ) but i do n't need to , i use it just for school work .",usability
BATTERY#OPERATION_PERFORMANCE,1,"the battery life is amazing , the versitility is outstanding .",performance
LAPTOP#USABILITY,1,"the battery life is amazing , the versitility is outstanding .",usability
LAPTOP#USABILITY,1,the ease of set up was terrific .,usability
LAPTOP#USABILITY,1,i was even able to uninstall mcaffe and install one of my symantec licenses with a no issues whatsoever .,usability
MOUSE#OPERATION_PERFORMANCE,-1,"i had to adjust my mousepad sensitivity , because it is very sensitive .",performance
KEYBOARD#GENERAL,1,"keyboard is great , very quiet for all the typing that i do .",general
KEYBOARD#QUALITY,1,"keyboard is great , very quiet for all the typing that i do .",quality
DISPLAY#QUALITY,1,"screen is crystal clear , yes it 's small - but it 's a netbook !",quality
DISPLAY#DESIGN_FEATURES,0,"screen is crystal clear , yes it 's small - but it 's a netbook !",design
LAPTOP#GENERAL,1,awesome laptop and the perfect size to carry around in college .,general
LAPTOP#DESIGN_FEATURES,1,awesome laptop and the perfect size to carry around in college .,design
LAPTOP#PORTABILITY,1,awesome laptop and the perfect size to carry around in college .,portability
BATTERY#OPERATION_PERFORMANCE,1,i could n't believe how long the battery lasted on a single charge .,performance
OS#OPERATION_PERFORMANCE,1,i loaded windows 7 via bootcamp and it works flawlessly !,performance
LAPTOP#GENERAL,1,simply amazing computer ! !,general
LAPTOP#GENERAL,1,"i really like the mac 15.4in . notebook , but its very pricey .",general
LAPTOP#PRICE,-1,"i really like the mac 15.4in . notebook , but its very pricey .",price
GRAPHICS#GENERAL,1,"love the graphics , awesome programs ( including garageband ) , and really cool default background .",general
LAPTOP#DESIGN_FEATURES,1,"love the graphics , awesome programs ( including garageband ) , and really cool default background .",design
SOFTWARE#GENERAL,1,"love the graphics , awesome programs ( including garageband ) , and really cool default background .",general
LAPTOP#PRICE,-1,"but , like i said before , the only reason i do n't currently have a mac laptop is because all of their laptops are too pricey .",price
LAPTOP#GENERAL,1,"waiting for the i7 was well worth it , great value for the price .",general
LAPTOP#PRICE,0,"waiting for the i7 was well worth it , great value for the price .",price
HARD_DISC#DESIGN_FEATURES,1,"bigger hd , better graphics card , and a bid hd .",design
GRAPHICS#GENERAL,1,"bigger hd , better graphics card , and a bid hd .",general
LAPTOP#GENERAL,1,there is nothing to complain about the system .,general
LAPTOP#USABILITY,1,i have used pc 's and converting to this macbook pro was easy .,usability
LAPTOP#GENERAL,1,if you have the money i suggest going for the i7 .,general
LAPTOP#MISCELLANEOUS,1,i occassionaly use it for work via vpn and it has not given me any problems .,miscellaneous
DISPLAY#GENERAL,1,"the screen is nice and the images comes very clear , the keyboard and the fit just feels right .",general
DISPLAY#QUALITY,1,"the screen is nice and the images comes very clear , the keyboard and the fit just feels right .",quality
KEYBOARD#QUALITY,1,"the screen is nice and the images comes very clear , the keyboard and the fit just feels right .",quality
LAPTOP#DESIGN_FEATURES,1,"the screen is nice and the images comes very clear , the keyboard and the fit just feels right .",design
LAPTOP#GENERAL,1,i consider myself an average user and this computer serves my need .,general
LAPTOP#PRICE,1,the price is another driving influence that made me purchase this laptop .,price
LAPTOP#QUALITY,1,"i'ts nice to have the higher-end laptops , but this fits my budget and the features i need .",quality
LAPTOP#DESIGN_FEATURES,1,"i'ts nice to have the higher-end laptops , but this fits my budget and the features i need .",design
LAPTOP#PRICE,1,"i'ts nice to have the higher-end laptops , but this fits my budget and the features i need .",price
LAPTOP#GENERAL,1,i normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts ...,general
LAPTOP#GENERAL,1,another satisfied customer .,general
LAPTOP#GENERAL,1,the apple macbook is the best investment that i have ever made .,general
LAPTOP#GENERAL,1,the newer macbook that i have purchased is one of the best computers .,general
LAPTOP#MISCELLANEOUS,1,i am a college student and it has been very useful .,miscellaneous
LAPTOP#DESIGN_FEATURES,1,it has all the features that are necessary for college and if not they are able to be added onto the computer .,design
LAPTOP#USABILITY,1,it has all the features that are necessary for college and if not they are able to be added onto the computer .,usability
LAPTOP#MISCELLANEOUS,1,it has all the features that are necessary for college and if not they are able to be added onto the computer .,miscellaneous
MEMORY#DESIGN_FEATURES,1,it has a lot of memory and a great battery life .,design
BATTERY#OPERATION_PERFORMANCE,1,it has a lot of memory and a great battery life .,performance
LAPTOP#DESIGN_FEATURES,1,it is sleek and lightweight and charges quickly when needed .,design
BATTERY#OPERATION_PERFORMANCE,1,it is sleek and lightweight and charges quickly when needed .,performance
LAPTOP#DESIGN_FEATURES,1,its white color is stylish for college students and easy to take to carry and take to classes .,design
LAPTOP#PORTABILITY,1,its white color is stylish for college students and easy to take to carry and take to classes .,portability
SOFTWARE#MISCELLANEOUS,1,iphoto is great for adding pictures right to facebook and other social networking sites .,miscellaneous
LAPTOP#CONNECTIVITY,1,the internet capabilities are also very strong and picks up signals very easily .,connectivity
LAPTOP#OPERATION_PERFORMANCE,1,i have never had to shut down the computer unexpectedly and the computer has never froze on me .,performance
DISPLAY#QUALITY,1,"the screen is bright and vivid and the keyboard is very easy to use , very important for use quick typers .",quality
KEYBOARD#USABILITY,1,"the screen is bright and vivid and the keyboard is very easy to use , very important for use quick typers .",usability
LAPTOP#GENERAL,1,"overall , this is a wonderful computer and definitly worth the purchase !",general
GRAPHICS#GENERAL,1,the graphics are stunning .,general
LAPTOP#MISCELLANEOUS,1,it 's wonderful for computer gaming .,miscellaneous
LAPTOP#GENERAL,1,i would definitely suggest this laptop !,general
LAPTOP#USABILITY,1,it is very user friendly and not hard to figure out at all .,usability
LAPTOP#DESIGN_FEATURES,1,"it has many great programs , such as ilife , iphotos and others .",design
SOFTWARE#GENERAL,1,"it has many great programs , such as ilife , iphotos and others .",general
SOFTWARE#USABILITY,1,ilife is easily compatible with microsoft office so you can send and receive files from a pc .,usability
SOFTWARE#DESIGN_FEATURES,1,"in addition , all the design tools on pages and keynotes makes it much easier to create professional looking documents and presentations .",design
SOFTWARE#USABILITY,1,"in addition , all the design tools on pages and keynotes makes it much easier to create professional looking documents and presentations .",usability
SOFTWARE#USABILITY,1,this comes in very handy for me as an educator .,usability
SOFTWARE#MISCELLANEOUS,1,iphotos is an excellent program for storing and organizing photos .,miscellaneous
SOFTWARE#USABILITY,1,it allows you to automatically upload photos to your facebook account with one click .,usability
SOFTWARE#DESIGN_FEATURES,1,"in addition , there is photo detection software that will allow you to group all the photos together based upon the people in the picture .",design
LAPTOP#QUALITY,1,"if you are looking for something reliable , this is the laptop for you .",quality
LAPTOP#GENERAL,-1,this computer was awful !,general
COMPANY#GENERAL,-1,i will never buy another computer from dell ever again do to how awful it worked and how i was treated by the company .,general
LAPTOP#OPERATION_PERFORMANCE,-1,i will never buy another computer from dell ever again do to how awful it worked and how i was treated by the company .,performance
SUPPORT#QUALITY,-1,i will never buy another computer from dell ever again do to how awful it worked and how i was treated by the company .,quality
